ID,Title,Genre,Year,Director,Actor1,Actor2,Actor3,,,,
3724,Coming Home,Drama&Romance,1978,Hal Ashby,Jane Fonda,Donald Sutherland,Bruce Dern,,,,
3725,American Pop,Drama&Musical&Romance,1981,Lloyd Bacon,Patrick Dewaere,Craig Russell,Laurence Fishburne[,,,,
3726,Assault on Precinct 13,Action&Crime&Thriller,1976,John Carpenter,Austin Stoker,Darwin Joston,Laurie Zimmer[,,,,
3727,Near Dark,Horror&Drama&Romance,1987,Kathryn Bigelow,Adrian Pasdar,Jenny Wright,Lance Henriksen,,,,
3728,One False Move,Crime&Drama&Thriller,1991,Carl Franklin,Bill Paxton,Cynda Williams,Billy Bob Thornton[,,,,
3729,Shaft,Action&Crime&Drama,1971,Gordon Parks,Richard Roundtree,M Mosley,Frank Finlay[,,,,
3730,The Conversation,Drama&Mystery&Thriller,1974,Francis Ford Coppola,Gene Hackman,Harrison Ford,Cindy Williams[,,,,
3731,"Cutter""s Way",Drama&Mystery&Thriller,1981,Ivan Passer,Jeff Bridges,John Heard,Lisa Eichhorn[,,,,
3732,"Fury, The",Action&Drama,1978,F. Gary Gray,Denzel Washington,Brad Pitt,Jodie Foster[,,,,
3733,The Paper Chase,Drama&Romance,1973,James Bridges,Timothy Bottoms,Lindsay Wagner,Diana Miller[,,,,
3734,Prince of the City,Crime&Drama,1981,John H. Carpenter,Treat Williams,Judy Davis,Rip Torn[,,,,
3735,Serpico,Biography&Drama,1973,Peter Yates,Al Pacino,John Randolph,Jack Kehoe,,,,
3736,"Big Carnival, The",Drama&Film Noir,1951,Rudolph Maté,Kirk Douglas,Eleanor Parker,Walter Abel[,,,,
3737,Lonely Are the Brave,Drama&Film Noir,1962,Kirk Douglas,Walter Matthau,Gena Rowlands,Michael Kane[,,,,
3738,The Sugarland Express,Drama&Crime&Thriller,1974,Steven Spielberg,Goldie Hawn,William Atherton,Ben Johnson[,,,,
3739,Trouble in Paradise,Comedy&Romance,1932,Ernst Lubitsch,Billie Burke,Herbert Marshall,Mae Clarke[,,,,
3740,Big Trouble in Little China,Action&Adventure&Comedy&Fantasy,1986,John Carpenter,Kurt Russell,Kim Cattrall,Dennis Dun[,,,,
3741,Badlands,Drama&Romance,1973,Terrence Malick,Martin Sheen,Sissy Spacek,Warren Oates[,,,,
3742,"Battleship Potemkin, The (Bronenosets Potyomkin)",Drama&History,1925,Sergei Eisenstein,Oleksandr Stroyev,Grigoriy Aleksandrov,Evgeniy Chervy[,,,,
3743,Boys and Girls,Comedy&Drama,2000,Jim Sharman,Freddie Prinze Jr./Julia Stiles/Izabella Scorupco[,,,,,,
3744,Shaft,Action&Crime&Drama,2000,John Singleton,Samuel L. Jackson,Vanessa Williams,Christian Bale[,,,,
3745,Titan A.E.,Animation&Adventure&Science Fiction&Family,2000,Don Bluth,Matt Frewer,Daphne Zuniga,Gary Oldman[,,,,
3746,Butterfly (La Lengua de las Mariposas),Drama&Romance,2000,Juan Llorens,Madelief Groppi,Oriol Tarrida,Bernat Font,Susi Sánchez[,,,
3747,Jesus' Son,Drama&Thriller,1999,Bill S. Ballinger,Wil Wheaton,Billy Crudup,Samantha Morton[,,,,
3748,The Match,Comedy&Drama,1999,Jon Amiel,Jennifer Aniston,Dennis Quaid,Alessandro Nivola[,,,,
3749,Time Regained (Le Temps Retrouvé),Drama&Romance&History,1999,Raoul Ruiz,Michel Piccoli,Luis Miguel Cintado,Leona del Árbol[,,,,
3750,Boricua's Bond,Action&Adventure&Comedy&Romance,2000,Jesús Salvador Treviño,Benicio del Toro,Carla Gugino,Miriam Colón[,,,,
3751,Chicken Run,Animation&Adventure&Comedy&Family,2000,Nick Park,Mel Gibson,Julia Sawalha,Phil Daniels[,,,,
3752,"Me, Myself and Irene",Comedy&Romance,2000,Jay Roach,Jim Carrey,Renée Zellweger,Chris Cooper,,,,
3753,The Patriot,Action&Adventure&Drama&History,2000,Ridley Scott,Mel Gibson,Greg Kinnear,Hope Davis[,,,,
3754,"Adventures of Rocky and Bullwinkle, The",Animation&Adventure&Comedy&Family,2000,Des McAnuff,Robert De Niro,Jason Alexander,Rene Russo[,,,,
3755,The Perfect Storm,Action&Adventure&Drama,2000,Wolfgang Petersen,Mark Wahlberg,George Clooney,Diane Lane[,,,,
3756,The Golden Bowl,Drama&Romance,2000,James Ivory,Kate Beckinsale,Matthew Modine,Bill Nighy[,,,,
3757,Asylum,Horror&Thriller,1972,Roy Ward Baker,Patrick Magee,Barry Morse,Linda Hayden[,,,,
3758,Communion,Drama&Horror&Thriller,1989,Penny Marshall,Christopher Walken,Lillian Gish,Steven Weber[,,,,
3759,Fun and Fancy Free,Animation&Comedy&Family,1947,Jack Kinney,Jiminy Cricket,Edgar Bergen,Walt Disney[,,,,
3760,The Kentucky Fried Movie,Comedy,1977,John Landis,Eddie Murphy,Joe Piscopo,Bill Bixby[,,,,
3761,"Blood In, Blood Out (a.k.a. Bound by Honor)",Action&Crime&Drama,1993,John Avildsen,Blood,Mario Lopez,Vincent Castellanos[,,,,
3762,Daughter of Dr. Jekyll,Horror&Drama,1957,Edward L. Cahn,John Agar,Lorna Hanson,Robert Armstrong,,,,
3763,F/X,Action&Adventure&Crime,1986,Robert Mandel,Matthew Modine,Brian Dennehy,Catherine Mary Stewart,,,,
3764,F/X 2,Action&Adventure&Crime&Thriller,1992,Richard Donner, Bryan Brown,Miranda Otto,Sam Elliott[,,,,
3765,The Movie Title,Drama&Romance,1990,Lawrence Kasdan,Don Johnson,Dolly Parton,Charles Dance[,,,,
3766,Missing in Action,Action&Adventure&Drama,1984,John Irvin,Chuck Norris,Jennifer Grey,Steven Williams[,,,,
3767,Missing in Action 2: The Beginning,Action&Adventure&Drama,1985,Kirk Wise,Chuck Norris,Soon-Tek Oh,Bolo Yeung,,,,
3768,Braddock: Missing in Action III,Action&Adventure&Drama,1988,Martin Brest,Chuck Norris,Ronny Cox,Steven J. Birmingham[,,,,
3769,Thunderbolt and Lightfoot,Action&Adventure&Comedy&Crime,1974,Clint Eastwood,Jeff Bridges,Roy Scheider,GIGY Sohlstrom[,,,,
3770,Dreamscape,Science Fiction&Adventure&Horror,1984,Joseph Ruben,Dennis Quaid,Max von Sydow,David Patrick Kelly[,,,,
3771,"Golden Voyage of Sinbad, The",Adventure&Fantasy,1974,Ray Harryhausen,Tarita,John Phillip Law,Doug McClure[,,,,
3772,Hatchet For the Honeymoon (Rosso Segno Della Follia),Horror&Mystery&Thriller,1969,Giulio Petroni,Stefania Sandrelli,Gian Marco Berti,Anita Strindberg[,,,,
3773,House Party,Comedy&Music&Romance,1990,Reginald Hudlin,Kid 'n Play,Eddie Murphy,Martin Lawrence[,,,,
3774,House Party 2,Comedy&Music,1991,Geoffrey Wright,Kid 'n Play,Martin Lawrence,Tisha Campbell-Martin[,,,,
3775,Make Mine Music,Animation&Musical,1946,Clyde Geronimi,None,None,None[,,,,
3776,Melody Time,Animation&Comedy&Family&Musical,1948,Hamilton Luske,Jack Kinney,Bing Crosby,Jimmy Durante[,,,,
3777,Nekromantik,Drama&Horror,1987,Jörg Buttgereit, null , null , null[,,,,
3778,On Our Merry Way,Comedy&Drama,1948,Battle of the Sexes,Mack Sennett,Marcelene Day,James Dunn[IN],,,,
3779,Project Moon Base,Science Fiction&Adventure,1953,David S. Horsley,Ray Corrigan,John Carradine,Lyle Talbot[,,,,
3780,Rocketship X-M,Science Fiction&Adventure,1950,Kurt Neumann,Lloyd Bridges,Noah Beery Jr.,Barbara Eiler[,,,,
3781,Shaft in Africa,Action&Adventure&Crime&Thriller,1973,John Guillermin,Richard Roundtree,Frank Finlay,Norman Fell[,,,,
3782,Shaft's Big Score!,Action&Adventure&Crime&Thriller,1972,John Guillermin,Richard Roundtree,Frank Finlay,Alexandra Stewart[,,,,
3783,Croupier,Crime&Drama,1998,Mike Hodges,Clive Owen,Gina McKee,Alex Kingston[,,,,
3784,The Kid,Drama&Family,2000,Jon Turteltaub,Bruce Willis,Emile Hirsch,Lukas Haas[,,,,
3785,Scary Movie,Comedy&Horror&Parody,2000,Keenen Ivory Wayans,Anna Faris,Jon Abrahams,Regina Hall[,,,,
3786,But I'm a Cheerleader,Comedy&Drama&Romance,1999,Jamie Babbit,Natasha Lyonne,Cameron Diaz,Tim Meadows[,,,,
3787,Shower (Xizhao),Drama&Romance,1999,Zhang Yimou,Gong Li,Leon Lai,Liu Ye[,,,,
3788,Blowup,Drama&Mystery&Thriller,1966,Michelangelo Antonioni,Vanessa Redgrave,Sarah Miles,John Castle[,,,,
3789,The Pawnbroker,Drama,1965,Rod Steiger,Sidney Poitier,Billie Dee Williams,Esther Rolle[,,,,
3790,Groove,Drama&Music&Romance,2000,Greg Harrison,Jennifer Love Hewitt,Sarah Chalke,Bill Murray[,,,,
3791,Footloose,Drama&Music&Romance&Sport,1984,Herbert Ross,Kevin Bacon,Lori Singer,John Lithgow,,,,
3792,Duel in the Sun,Drama&Romance,1946,King Vidor,Jennifer Jones,Gregory Peck,Lillian Gish[,,,,
3793,X-Men,Action&Adventure&Science Fiction&Superhero,2000,Bryan Singer,Patrick Stewart,Ian McKellen,Hugh Jackman[,,,,
3794,Chuck & Buck,Comedy&Drama,2000,Miguel Arteta,Mike White,Chuck,Buck,Katherine Towne[,,,
3795,The Five Senses,Drama&Romance,1999,Jeremy Podeswa,Maximilian Schell,Sarah Polley,Aidan Devine[,,,,
3796,The Wisdom of Crocodiles,Drama&Romance,2000,Steven Kastrissios,Saffron Burrows,Sam Neill,Lena Headey[,,,,
3797,The In Crowd,Drama&Romance,2000,Joel Schumacher,Sarah Michelle Gellar,Patrick Dempsey,Kirsten Dunst[,,,,
3798,What Lies Beneath,Horror&Mystery&Romance&Thriller,2000,Robert Zemeckis,Michelle Pfeiffer,Harrison Ford,Betty White[,,,,
3799,Pokémon the Movie 2000,Animation&Adventure&Family,2000,Kunihiko Yuyama,Veronica Taylor,Rica Matsuda,Ikue Otani[,,,,
3800,Criminal Lovers (Les Amants Criminels),Crime&Drama&Romance,1999,François Ozon,Romain Duris,Virginie Ledoyen,Ludivine Sagnier[,,,,
3801,Anatomy of a Murder,Crime&Drama&Mystery,1959,Otto Preminger,James Stewart,Ben Gazzara,Lee Remick[,,,,
3802,Freejack,Action&Adventure&Science Fiction,1992,Geoff Murphy,Emilio Estevez,Mick Jagger,Anthony Hopkins[,,,,
3803,"Greaser""s Palace",Drama&Musical,1972,Robert Aldrich,John Travolta,Barry Pearl,Sid Caesar[,,,,
3804,H.O.T.S.,Comedy&Drama,1979,Larry Peerce,Peter Weller,Shelley Long,Jerry Orbach[,,,,
3805,Knightriders,Action&Adventure&Drama,1981,George A. Romero,Ed Harris,Gary Lahti,Tom Savini[,,,,
3806,"MacKenna""s Gold",Adventure&Western,1969,J. Lee Thompson,Gregory Peck,Omar Sharif,Trevor Howard[,,,,
3807,Sinbad and the Eye of the Tiger,Adventure&Family&Fantasy,1977,Piers Haggard,Taryn Power, Patrick Wayne,Charlton Heston,,,,
3808,Two Women (La Ciociara),Drama,1961,Vittorio De Sica,Sophia Loren,Justine Giordano[,,,,,
3809,What About Bob?,Comedy&Drama,1991,Frank Oz,Bill Murray,Kate McGregor-Stewart,Fred Graham[,,,,
3810,White Sands,Drama&Thriller,1992,Rod Hardy,Mickey Rourke,Jared Harris,Sam Elliott[,,,,
3811,Breaker Morant,Drama&History,1980,Bruce Beresford,Edward Woodward,Bryan Brown,Lewis Fitz-Gerald[,,,,
3812,Everything You Always Wanted to Know About Sex,Comedy&Drama&Romance&Musical,1972,Woody Allen,Woody Allen,Elaine Stritch,Lily Tomlin[,,,,
3813,Interiors,Drama&Family,1978,Woody Allen,Meryl Streep,Catherine Keener,Judy Davis[,,,,
3814,Love and Death,Comedy&Drama&Romance,1975,Woody Allen,Woody Allen,Diane Keaton,Geoffrey Wright[,,,,
3816,The Official Story,Drama&History,1985,Alfredo Castro,Annie Girardot,Catherine Deneuve,Pablo Prieto[,,,,
3817,The Other Side of Sunday,Drama&Romance,1996,Bodil Malmquist,Paprika Steen,Lars Brygmann,Stine Bjerregård[,,,,
3818,"Pot O"" Gold",Comedy&Fantasy,1941,Roman Vishniac Jr.,James Stewart,Paulette Goddard,Horace Heidt[,,,,
3819,Tampopo,Drama&Romance&Comedy&Fantasy,1986,Juzo Itami,Nobuko Miyamoto,Tsutomu Yamazaki,Koji Yakusho[,,,,
3820,Thomas and the Magic Railroad,Adventure&Family&Fantasy,2000,Britt Allcroft,Peter Ustinov,Eddie Redmayne,Alexa PenaVega[,,,,
3821,Nutty Professor II: The Klumps,Comedy&Family,2000,Peter Segal,Eddie Murphy,Janet Jackson,Lisa Kudrow,,,,
3822,The Girl on the Bridge,Drama&Romance,1999,Patrice Leconte,Gérard Depardieu,Vanessa Paradis,Elisabeth Bourgine,,,,
3823,Wonderland,Drama&Thriller,1999,James Mangold,Val Kilmer,Bruce Dern,Christina Ricci[,,,,
3824,Autumn in New York,Romance&Drama,2000,Joan Chen,Richard Gere,Winona Ryder,Anthony LaPaglia,,,,
3825,Coyote Ugly,Comedy&Drama&Musical,2000,David McNally,Piper Perabo,Adam Garcia,John Goodman[,,,,
3826,Hollow Man,Science Fiction&Horror&Thriller,2000,Paul Verhoeven,Kevin Bacon,Elizabeth Shue,Josh Brolin[,,,,
3827,Space Cowboys,Action&Adventure&Drama&Science Fiction,2000,Clint Eastwood,Tommy Lee Jones,Charlton Heston,Donald Sutherland[,,,,
3828,Better Living,Comedy&Drama,1998,Jay Russell,Helen Hunt,Leonard Nimoy,Lynn Redgrave[,,,,
3829,Mad About Mambo,Comedy&Musical&Romance,2000,David L. Cunningham,Tobey Maguire,Ryan Phillippe,Lucy Liu[,,,,
3830,Psycho Beach Party,Comedy&Horror&Romance&Teen,2000,Robert Lee King,Lauren Ambrose,Jared Leto,Sarah Michelle Gellar[,,,,
3831,Saving Grace,Drama&Mystery,2000,Grace McPherson,Tom Wilkinson,Danny Glover,LIndsay Duncan[,,,,
3832,"Black Sabbath (Tre Volti Della Paura, I)",Horror&Mystery,1963,Mario Bava,Boris Karloff,Jacqueline Pierreux,Francis Matthews[,,,,
3833,"The Brain That Wouldn""t Die",Horror&Science Fiction,1962,Joseph Green,Jason Evers,Virginia Leith,Bruce Brighton[,,,,
3834,Bronco Billy,Comedy&Drama,1980,Clint Eastwood,Sondra Locke,Burt Reynolds,Madeline Kahn[,,,,
3835,"Crush, The",Animation&Comedy&Family,1993,John Lasseter,Bill Farmer,Jason Marsden,Jessica DiCicco[,,,,
3836,Kelly's Heroes,Action&Comedy&War,1970,Brian G. Hutton,Clint Eastwood,Telly Savalas,Don Rickles,,,,
3837,Phantasm II,Horror&Science Fiction,1988,Don Coscarelli,Michael Baldwin,Bill Thornbury,Angus Scrimm[,,,,
3838,Phantasm III: Lord of the Dead,Horror&Science Fiction,1994,Don Coscarelli,Michael Baldwin,Bill Thornbury,Angus Scrimm[,,,,
3839,Phantasm IV: Oblivion,Horror&Science Fiction,1998,Don Coscarelli,Michael Baldwin,Bill Thornburgh,Reggie Bannister,,,,
3840,Pumpkinhead,Horror&Supernatural,1988,Stuart Gordon,Lance Henriksen,Famke Janssen,Bill Cotton[,,,,
3841,Air America,Action&Adventure&Comedy,1990,Pirates of the Caribbean: The Curse of the Black Pearl,Mel Gibson,Robert Downey Jr,Elisha Cuthbert[,,,,
3842,Make Them Die Slowly (Cannibal Ferox),Horror&Exploitation&Thriller,1980,Umberto Lenzi,Giovanni Lombardo Radice,Catriona MacColl,Carlo De Mejo[,,,,
3843,Sleepaway Camp,Horror&Slasher,1983,Robert Hiltzik,Mike Kellin,Katherine Kamhi,Paul DeAngelo[,,,,
3844,Steel Magnolias,Comedy&Drama&Romance,1989,Herbert Ross,Julia Roberts,Sally Field,Dolly Parton,Shirley MacLaine[,,,
3845,And God Created Woman (Et Dieu créa la femme),Drama&Romance,1956,Raymond Bernard,Sophia Loren,Stephen Boyd,Ava Gardner[,,,,
3846,Easy Money,Crime&Drama,1983,Blake Edwards,Rodney Dangerfield,Jennifer Jason Leigh,Ned Beatty[,,,,
3847,"Ilsa, She Wolf of the SS",Drama&Horror&War,1974,Don Edmonds,Dyanne Thorne,Gregory Knoph,Maria Marx[,,,,
3848,Silent Fall,Drama&Mystery&Thriller,1994,Robert Bullock,Linda Hamilton,Chad Lowe,Scott Glenn[,,,,
3849,The Spiral Staircase,Drama&Mystery&Thriller,1946,Robert Siodmak,Dorothy McGuire,George Brent,Gloria Dickson[,,,,
3850,Whatever Happened to Aunt Alice?,Drama&Mystery&Thriller,1969,Lee H. Katzin,Geraldine Page,Ruth Gordon,John Fiedler[,,,,
3851,"I""m the One That I Want",Comedy&Musical,2000,Jim Sharman,Johnie New,Jamie Harris,Craig McLachlan[,,,,
3852,The Tao of Steve,Comedy&Drama&Romance,2000, Jenniphr Goodman,Donal Logue,Greg Germann,Maggie Lawson[,,,,
3853,The Tic Code,Drama&Mystery&Thriller,1998,Ron Underwood,Gabriel Byrne,Kimberly Scott,Ice Cube[,,,,
3854,Aimée & Jaguar,Drama&Romance,1999,Max Färberböck,Maria Schrader,Heino Ferch,Juliane Köhler,,,,
3855,"Affair of Love, An (Une Liaison Pornographique)",Drama&Romance,1999,Peter Kassovitz,Vincent Cassel,Sandrine Bonnaire,Luc Thuillier[,,,,
3856,Autumn Heart,Drama&Romance,1999,Gilles Bannwarth,Jessica Lange,armand Assante,Jamie Harris,,,,
3857,Bless the Child,Drama&Horror&Mystery&Thriller,2000,Kimberly Peirce,Kim Basinger,Jimmy Smits,Rufus Sewell[,,,,
3858,Cecil B. Demented,Comedy&Drama,2000,John Waters,Melanie Griffith,Steve Buscemi,Alicia Witt[,,,,
3859,The Eyes of Tammy Faye,Biography&Drama&History,2000,Michael Gambon,Jessica Lange,Gary Cole,Steve Buscemi,,,,
3860,The Opportunists,Drama&Romance,1999,Roger Michell,Sigourney Weaver,Paul Rudd,Amy Brenneman[,,,,
3861,The Replacements,Comedy&Drama&Sport,2000,Howard Deutch,Keanu Reeves,Gene Hackman,Brooke Shields[,,,,
3862,About Adam,Comedy&Drama&Romance,2000,Jennifer Aniston,Bradley Cooper,Kathryn Hahn,Adam Goldberg[,,,,
3863,The Cell,Horror&Mystery&Thriller,2000,Tarsem Singh,Vincent Cassel,Julianne Moore,Djimon Hounsou[,,,,
3864,Godzilla 2000 (Gojira ni-sen mireniamu),Action&Adventure&Fantasy&Science Fiction,1999,Tetsuji Takashi,Masahiro Takata,Ryudo Uzaki,Yuriko Hishimi[,,,,
3865,The Original Kings of Comedy,Comedy&Documentary,2000,Steve Oedekerk,Chris Rock,Dave Chappelle,Eddie Murphy[,,,,
3866,Sunset Strip,Documentary,2000,Jim Sharman,null,null,null,,,,
3867,"All the Rage (a.k.a. It""s the Rage)",Drama&Romance,1999,Michael Gornick,Alicia Silverstone,Stacey Dash,Tom Everett Scott[,,,,
3868,"Naked Gun: From the Files of Police Squad!, The",Comedy&Parody&Satire,1988,David Zucker,Leslie Nielsen,Prince,O.J. Simpson[,,,,
3869,"Naked Gun 2 1/2: The Smell of Fear, The",Comedy&Parody&Action,1991,David Zucker,Leslie Nielsen,Prince,Ophelia Lovibond[,,,,
3870,Our Town,Drama,1940,Sam Wood,Gary Cooper,Irene Dunne,Thomas Mitchell,Ann Shirley[,,,
3871,Shane,Western,1953,George Stevens,Leanard Nimoy,Brandon DeWilde,Jack Palance[,,,,
3872,"Suddenly, Last Summer",Drama,1959,Joseph L. Mankiewicz,Elizabeth Taylor,Katharine Hepburn,Montgomery Clift[,,,,
3873,Cat Ballou,Comedy&Western,1965,Lee Marvin,Cat Ballou,Stella Stevens,Arthur O'Connell[,,,,
3874,A Couch in New York,Comedy&Drama,1996,Chantal Akerman,Isabelle Huppert,Elizabeth Subrin,Jonathan Demme[,,,,
3875,The Devil Rides Out,Horror&Drama&Mystery,1968,Terence Fisher,Patrick McGoohan,Charles Gray,Sarah Lawson[,,,,
3876,Jerry & Tom,Comedy,1998,Bill Smitrovich,Tom Kenny,Jerry Lewis,Kathy Bates[,,,,
3877,Supergirl,Action&Adventure&Fantasy&Romance,1984,Jeannot Szwarc,Faye Dunaway,Hart Bochner,Pamela Susan Shoop[,,,,
3878,X: The Unknown,Horror&Science Fiction,1956,Leslie Howard,Ian MacDonald,Peter Cushing,Hailey Maddison[,,,,
3879,The Art of War,Action&Drama&Thriller,2000,Christian Duguay, Wesley Snipes,Ice Cube,Lisa Bowman[,,,,
3880,"Ballad of Ramblin"" Jack, The",Drama&Musical&Romance,2000,Jamie Babbit,Ryan Phillippe,Sarah Polley,Tim Blake Nelson[,,,,
3881,Bittersweet Motel,Documentary,2000,Huey Walker,null,null,null[,,,,
3882,Bring It On,Comedy&Drama&Sport,2000,Peyton Reed,Kirsten Dunst,Jesse Bradford,Eliza Dushku[,,,,
3883,Catfish in Black Bean Sauce,Comedy&Drama,2000,Emma Barrett,Tim Guinee,Holly Hunter,Roger R. Jackson[,,,,
3884,The Crew,Action&Comedy&Crime,2000,Andy Fickman,Bruce Willis,Timothy Olyphant,Wade Andrew Williams[,,,,
3885,Love & Sex,Comedy&Drama&Romance,2000,Valerie Breiman,Meg Ryan,Timothy Hutton,Kristin Scott Thomas[,,,,
3886,Steal This Movie!,Documentary&Drama&History,2000,Brian Gibson,Hannah Israel,Irvine Welsh,Kevin Corrigan[,,,,
3887,Went to Coney Island on a Mission From God... Be Back by Five,Comedy&Drama,1998,Richard Brandes,Adam Goldberg,Jeffrey Wright,Maria Pitillo[,,,,
3888,Skipped Parts,Drama&Romance,2000,Paul Schrader,Alec Baldwin,Neve Campbell,Josh Hamilton[,,,,
3889,Highlander: Endgame,Action&Adventure&Fantasy,2000,Douglas Aarniokoski,Christopher Lambert,Olivier Gruner,Katja von Garnier[,,,,
3890,Back Stage,Comedy&Drama,2000,Bruce McCulloch,Brooke Shields,Lisa Kudrow,Don Rickles[,,,,
3891,Turn It Up,Comedy&Drama&Music,2000,Robert Adetuyi,Kerry Washington,Eugene Levy,Jesse Bradford[,,,,
3892,Anatomy (Anatomie),Drama&Horror&Mystery,2000,Stefan Ruzowitzky,Franka Potente,Benno Fürmann,Axel Prahl[,,,,
3893,Nurse Betty,Comedy&Drama,2000,Hugh Wilson,Renée Zellweger,Morgan Freeman,Chris Rock[,,,,
3894,Solas,Drama&Romance,1999,Brian Cox,Jessica Lange,Iain Glen,Kerry Fox[,,,,
3895,The Watcher,Horror&Mystery&Thriller,2000,Joe Dante,Kevin Pollak,Katie O'Brien,Tom Noonan[,,,,
3896,The Way of the Gun,Action&Crime&Thriller,2000,Tony Scott,Leonardo DiCaprio,Russell Crowe,Guy Pearce[,,,,
3897,Almost Famous,Drama&Music&Comedy,2000,Cameron Crowe,Billy Crudup,Kate Hudson,Patrick Fugit[,,,,
3898,Bait,Horror&Thriller,2000,Anthony Hickox,Jamie Bamber,Alex O'Loughlin,Jennifer Love Hewitt[,,,,
3899,Circus,Drama&Family,2000,Rob Minkoff,Grace Phipps,Austin Liggett,Bruce Greenwood[,,,,
3900,Crime and Punishment in Suburbia,Drama,2000,Marcus Thomas,Lindsay Lohan,Jonathan Jackson,Robert Carlyle,,,,
3901,Duets,Comedy&Music&Romance,2000,Bruce Paltrow,Huey Lewis,Gwyneth Paltrow,Matt Dillon[,,,,
3902,Goya in Bordeaux (Goya en Bodeos),Drama&History,1999,Carlos Saura,Mathieu Carrière,Elpidia Carrillo,Jeremias Carlos[,,,,
3903,Urbania,Crime&Drama,2000,Boris Arcand,Niels Arestrup,Dany Laferrière,Luigi Sciamanna[,,,,
3904,"Uninvited Guest, An",Drama&Mystery&Thriller,2000,Carlos Brooks,Katee Sackhoff,Justin Louis,Jessica Steen[,,,,
3905,The Specials,Animation&Comedy&Family,2000,Ray Harryhausen,Sean Patrick Flanery,Patrick Stewart,Jonathan Winters[,,,,
3906,Under Suspicion,Crime&Drama&Mystery,2000,Simon Moore,Morgan Freeman,Gene Hackman,Monica Bellucci[,,,,
3907,The Prince of Central Park,Animation&Adventure&Comedy&Family,1999,Simon Wells,Quinton Flynn,Jennifer Lien,Bill Cobbs[,,,,
3908,Urban Legends: Final Cut,Horror&Mystery&Thriller,2000,Gary Freedman,Ian Somerhalder,Amy Smart,Jamie Harris[,,,,
3909,Woman on Top,Comedy&Drama&Romance,2000,Pedro Almodóvar,Cameron Diaz,Penélope Cruz,Antonio Banderas[,,,,
3910,Dancer in the Dark,Drama&Musical,2000,Lars von Trier,Catherine Deneuve,David Morse,Peter Stormare[,,,,
3911,Best in Show,Comedy&Drama&Family,2000,Christopher Guest,Catherine O'Hara,Eugene Levy,Parker Posey[,,,,
3912,Beautiful,Drama&Music&Romance,2000,Bill Condon,Miranda July,Evan Rachel Wood,Gina Gershon[,,,,
3913,Barenaked in America,Comedy,1999,Jay Roach,Ben Stiller,Robert Downey Jr,Cameron Diaz[,,,,
3914,The Broken Hearts Club,Comedy&Drama&Romance,2000,Greg Berlanti,Timothy Olyphant,Natalie Portman,Sarah Shahi,,,,
3915,Girlfight,Drama&Sport,2000,Karyn Kusama,Michelle Rodriguez,Jaime Tirelli,Paul Calderon[,,,,
3916,Remember the Titans,Drama&History&Sport,2000,Boaz Yakin,Denzel Washington,Will Patton,Wood Harris[,,,,
3917,Hellraiser,Horror&Thriller,1987,Clive Barker,Andrew Robinson,Claire Higgins,Sean Chapman[,,,,
3918,Hellbound: Hellraiser II,Horror&Thriller,1988,Tony Randel,Clare Higgins,Ashley Laurence,Gary Oldman[,,,,
3919,Hellraiser III: Hell on Earth,Horror&Thriller,1992,Anthony Hickox,Doug Bradley,Pinhead,Ashley Laurence[,,,,
